PID,RT,modality,stim
311,779,Audio-only,ref
311,736,Audio-only,mat
311,926,Audio-only,sane
311,903,Audio-only,leave
311,557,Audio-only,weed
311,585,Audio-only,cub
311,974,Audio-only,raid
311,1126,Audio-only,sap
311,1093,Audio-only,bath
311,1090,Audio-only,kite
311,1011,Audio-only,bash
311,1037,Audio-only,like
311,1007,Audio-only,doze
311,980,Audio-only,dawn
311,961,Audio-only,mitt
311,834,Audio-only,ridge
311,729,Audio-only,womb
311,976,Audio-only,yen
311,932,Audio-only,sail
311,940,Audio-only,bush
311,691,Audio-only,birth
311,1056,Audio-only,wrote
311,637,Audio-only,vine
311,1503,Audio-only,niece
311,1245,Audio-only,lab
311,908,Audio-only,cheek
311,789,Audio-only,seen
311,735,Audio-only,lamb
311,1179,Audio-only,town
311,1261,Audio-only,botch
311,998,Audio-only,fill
311,871,Audio-only,root
311,1104,Audio-only,hire
311,1526,Audio-only,gum
311,1029,Audio-only,choose
311,1215,Audio-only,tube
311,1032,Audio-only,curve
311,1083,Audio-only,ten
311,1098,Audio-only,work
311,658,Audio-only,zeal
311,1311,Audio-only,beam
311,1320,Audio-only,muff
311,888,Audio-only,your
311,1593,Audio-only,cough
311,664,Audio-only,shout
311,715,Audio-only,have
311,1252,Audio-only,cape
311,621,Audio-only,log
311,1186,Audio-only,dab
311,766,Audio-only,lodge
311,1197,Audio-only,tide
311,846,Audio-only,bun
311,1392,Audio-only,juice
311,1462,Audio-only,phone
311,858,Audio-only,back
311,753,Audio-only,gong
311,581,Audio-only,pun
311,1087,Audio-only,rove
311,1449,Audio-only,mess
311,836,Audio-only,woke
311,1085,Audio-only,walk
311,1460,Audio-only,newt
311,1431,Audio-only,hull
311,1019,Audio-only,whole
311,1065,Audio-only,shell
311,1026,Audio-only,wire
311,737,Audio-only,gone
311,1186,Audio-only,soothe
311,1006,Audio-only,rouge
311,1219,Audio-only,kill
311,990,Audio-only,bad
311,802,Audio-only,jazz
311,841,Audio-only,taught
311,1461,Audio-only,shoot
311,952,Audio-only,bang
311,972,Audio-only,jab
311,1146,Audio-only,some
311,1008,Audio-only,did
311,877,Audio-only,cave
311,1059,Audio-only,toad
311,1086,Audio-only,house
311,1304,Audio-only,jock
311,1167,Audio-only,foam
311,1389,Audio-only,teethe
311,1162,Audio-only,fang
311,975,Audio-only,tin
311,791,Audio-only,bead
311,1198,Audio-only,heat
311,941,Audio-only,sham
311,945,Audio-only,wrong
311,1261,Audio-only,week
311,1691,Audio-only,pair
311,1589,Audio-only,shot
311,851,Audio-only,time
311,988,Audio-only,sub
311,950,Audio-only,pose
311,1049,Audio-only,hash
311,1061,Audio-only,league
311,927,Audio-only,died
311,685,Audio-only,pooch
311,1094,Audio-only,wade
311,1239,Audio-only,less
311,861,Audio-only,chug
311,838,Audio-only,sheep
311,854,Audio-only,bib
311,988,Audio-only,dear
311,1476,Audio-only,null
311,1019,Audio-only,puff
311,845,Audio-only,foal
311,1293,Audio-only,mop
311,860,Audio-only,them
311,777,Audio-only,life
311,782,Audio-only,fought
311,940,Audio-only,mope
311,1090,Audio-only,foil
311,967,Audio-only,nab
311,1062,Audio-only,fizz
311,724,Audio-only,thus
311,954,Audio-only,bane
311,908,Audio-only,chum
311,1041,Audio-only,hung
311,945,Audio-only,mouse
311,798,Audio-only,rail
311,1045,Audio-only,vase
312,1095,Audio-only,shave
312,872,Audio-only,sage
312,1066,Audio-only,hip
312,1050,Audio-only,chase
312,984,Audio-only,top
312,984,Audio-only,calm
312,1097,Audio-only,take
312,983,Audio-only,deck
312,1016,Audio-only,late
312,1517,Audio-only,sit
312,848,Audio-only,mill
312,1169,Audio-only,vague
312,1074,Audio-only,hike
312,950,Audio-only,judge
312,1143,Audio-only,sod
312,922,Audio-only,wage
312,1418,Audio-only,roof
312,1026,Audio-only,gag
312,843,Audio-only,kid
312,973,Audio-only,cot
312,936,Audio-only,myth
312,1176,Audio-only,moot
312,993,Audio-only,toil
312,746,Audio-only,yolk
312,690,Audio-only,thine
312,1025,Audio-only,dull
312,869,Audio-only,peep
312,1060,Audio-only,teach
312,1120,Audio-only,noon
312,888,Audio-only,jeer
312,1257,Audio-only,tip
312,1194,Audio-only,cheat
312,898,Audio-only,rib
312,954,Audio-only,dim
312,855,Audio-only,wedge
312,1076,Audio-only,lied
312,1060,Audio-only,folk
312,909,Audio-only,shun
312,928,Audio-only,gal
312,1359,Audio-only,need
312,1050,Audio-only,won
312,727,Audio-only,sob
312,1031,Audio-only,hitch
312,1070,Audio-only,kale
312,1624,Audio-only,bear
312,758,Audio-only,right
312,882,Audio-only,seem
312,1376,Audio-only,doubt
312,1144,Audio-only,give
312,1492,Audio-only,these
312,1049,Audio-only,nerve
312,1065,Audio-only,cell
312,1235,Audio-only,chewed
312,1031,Audio-only,meek
312,965,Audio-only,jam
312,1055,Audio-only,hive
312,1220,Audio-only,gave
312,1590,Audio-only,booze
312,1156,Audio-only,perm
312,1073,Audio-only,jug
312,1185,Audio-only,perch
312,1042,Audio-only,cite
312,1009,Audio-only,job
312,1605,Audio-only,wipe
312,1137,Audio-only,thug
312,1465,Audio-only,half
312,1066,Audio-only,vice
312,1437,Audio-only,shim
312,811,Audio-only,jowl
312,1033,Audio-only,dire
312,892,Audio-only,song
312,834,Audio-only,cage
312,819,Audio-only,pool
312,1510,Audio-only,sip
312,857,Audio-only,sown
312,944,Audio-only,yawn
312,1193,Audio-only,writhe
312,1088,Audio-only,pen
312,1072,Audio-only,budge
312,650,Audio-only,not
312,1269,Audio-only,beat
312,1132,Audio-only,cone
312,1282,Audio-only,tough
312,860,Audio-only,chin
312,1093,Audio-only,goal
312,856,Audio-only,pour
312,1258,Audio-only,couch
312,1294,Audio-only,cuff
312,1286,Audio-only,lad
312,1145,Audio-only,lone
312,704,Audio-only,pile
312,1088,Audio-only,shut
312,1017,Audio-only,hiss
312,1106,Audio-only,hut
312,935,Audio-only,luge
312,1531,Audio-only,babe
312,1058,Audio-only,leaf
312,1062,Audio-only,sash
312,1064,Audio-only,lop
312,1048,Audio-only,cab
312,699,Audio-only,room
312,827,Audio-only,rake
312,929,Audio-only,those
312,1036,Audio-only,rash
312,754,Audio-only,duke
312,1542,Audio-only,like
312,1164,Audio-only,nose
312,1043,Audio-only,gore
312,1202,Audio-only,tub
312,1091,Audio-only,toll
312,1096,Audio-only,date
312,883,Audio-only,mall
312,1149,Audio-only,gel
312,1098,Audio-only,tone
312,1093,Audio-only,sail
312,1283,Audio-only,shore
312,974,Audio-only,kite
312,1236,Audio-only,doze
312,1365,Audio-only,cope
312,1222,Audio-only,leak
312,1009,Audio-only,yen
312,1187,Audio-only,face
312,1249,Audio-only,touch
312,838,Audio-only,guile
312,1340,Audio-only,pod
312,1236,Audio-only,latch
312,933,Audio-only,dig
312,1282,Audio-only,theme
312,1400,Audio-only,side
312,884,Audio-only,than
312,1361,Audio-only,tech
312,1068,Audio-only,birth
312,1720,Audio-only,vile
312,1038,Audio-only,hug
312,1302,Audio-only,vogue
312,1212,Audio-only,none
312,1313,Audio-only,same
312,757,Audio-only,peat
312,1254,Audio-only,kneel
312,1196,Audio-only,bake
312,1246,Audio-only,well
312,1192,Audio-only,cub
312,1115,Audio-only,fate
312,1047,Audio-only,guide
312,973,Audio-only,rut
312,1038,Audio-only,town
312,1154,Audio-only,shear
312,1283,Audio-only,tease
312,1149,Audio-only,ship
312,1218,Audio-only,wool
312,1472,Audio-only,mat
312,1418,Audio-only,talk
312,1119,Audio-only,sane
312,704,Audio-only,neck
312,900,Audio-only,tout
312,887,Audio-only,height
312,1227,Audio-only,bomb
312,1322,Audio-only,seen
312,1341,Audio-only,lamb
312,1402,Audio-only,niece
312,1226,Audio-only,hit
312,1282,Audio-only,chirp
312,768,Audio-only,lawn
312,1379,Audio-only,sang
312,1264,Audio-only,nod
312,1135,Audio-only,wave
312,931,Audio-only,game
312,929,Audio-only,mole
312,988,Audio-only,rang
312,1237,Audio-only,rag
312,1460,Audio-only,goose
312,1097,Audio-only,bash
312,991,Audio-only,mass
312,1299,Audio-only,night
312,1364,Audio-only,raid
312,1244,Audio-only,hone
312,1348,Audio-only,rear
312,1015,Audio-only,does
312,1032,Audio-only,such
312,1003,Audio-only,ref
312,1258,Audio-only,fawn
312,905,Audio-only,hoof
312,1060,Audio-only,mum
312,1199,Audio-only,batch
312,1224,Audio-only,lace
312,1066,Audio-only,mitt
312,1156,Audio-only,bin
312,1332,Audio-only,sock
312,1374,Audio-only,zing
312,998,Audio-only,beak
312,1191,Audio-only,cheek
312,985,Audio-only,botch
312,1101,Audio-only,lobe
312,1159,Audio-only,weed
312,1481,Audio-only,wren
312,731,Audio-only,dime
313,817,Audio-only,bun
313,783,Audio-only,serve
313,723,Audio-only,loose
313,868,Audio-only,life
313,890,Audio-only,cave
313,774,Audio-only,dot
313,1051,Audio-only,mouse
313,920,Audio-only,hire
313,711,Audio-only,pair
313,1321,Audio-only,choose
313,771,Audio-only,mope
313,976,Audio-only,rail
313,1017,Audio-only,pun
313,1002,Audio-only,juice
313,993,Audio-only,gong
313,1072,Audio-only,mead
313,636,Audio-only,dice
313,1600,Audio-only,wade
313,1486,Audio-only,your
313,864,Audio-only,mouth
313,1811,Audio-only,shot
313,1611,Audio-only,beam
313,994,Audio-only,fang
313,1137,Audio-only,shell
313,1199,Audio-only,shout
313,1463,Audio-only,lodge
313,1209,Audio-only,league
313,1151,Audio-only,hash
313,1181,Audio-only,wove
313,1221,Audio-only,man
313,947,Audio-only,bad
313,1246,Audio-only,curve
313,1279,Audio-only,bead
313,1393,Audio-only,did
313,1344,Audio-only,pose
313,1808,Audio-only,foal
313,1149,Audio-only,less
313,1443,Audio-only,foil
313,1629,Audio-only,mauve
313,1174,Audio-only,kill
313,1901,Audio-only,thus
313,1683,Audio-only,pipe
313,1680,Audio-only,ditch
313,1392,Audio-only,sees
313,1823,Audio-only,week
313,758,Audio-only,rate
313,1313,Audio-only,wire
313,1222,Audio-only,work
313,1133,Audio-only,woke
313,1252,Audio-only,fizz
313,1435,Audio-only,call
313,1601,Audio-only,phone
313,1097,Audio-only,tube
313,1723,Audio-only,time
313,1086,Audio-only,house
313,1260,Audio-only,heat
313,1165,Audio-only,red
313,1334,Audio-only,shine
313,1084,Audio-only,foam
313,1172,Audio-only,rot
313,1374,Audio-only,newt
313,964,Audio-only,dear
313,789,Audio-only,soil
313,1259,Audio-only,ten
313,1255,Audio-only,have
313,1034,Audio-only,gone
313,1933,Audio-only,fit
313,1229,Audio-only,fill
313,1196,Audio-only,them
313,1034,Audio-only,soothe
313,1176,Audio-only,meal
313,1139,Audio-only,hook
313,1059,Audio-only,ram
313,1433,Audio-only,vase
313,1183,Audio-only,jock
313,1861,Audio-only,teethe
313,1919,Audio-only,nab
313,2033,Audio-only,sewed
313,1824,Audio-only,fought
313,952,Audio-only,rove
313,1262,Audio-only,huff
313,611,Audio-only,log
313,1161,Audio-only,gum
313,1166,Audio-only,mop
313,754,Audio-only,known
313,578,Audio-only,fin
313,1187,Audio-only,shoot
313,1626,Audio-only,siege
313,1024,Audio-only,hit
313,918,Audio-only,than
313,885,Audio-only,balk
313,1126,Audio-only,gel
313,1134,Audio-only,ref
313,941,Audio-only,womb
313,893,Audio-only,pouch
313,835,Audio-only,beak
313,666,Audio-only,gore
313,1019,Audio-only,wrote
313,1008,Audio-only,hose
313,1011,Audio-only,peat
313,1009,Audio-only,bar
313,1291,Audio-only,latch
313,1534,Audio-only,does
313,1037,Audio-only,pod
313,1336,Audio-only,wool
313,1251,Audio-only,night
313,1617,Audio-only,bush
313,947,Audio-only,core
313,896,Audio-only,talk
313,808,Audio-only,birth
313,1060,Audio-only,shear
313,810,Audio-only,touch
313,1383,Audio-only,botch
313,846,Audio-only,lace
313,829,Audio-only,sock
313,1042,Audio-only,mum
313,1189,Audio-only,line
313,1454,Audio-only,nod
313,1038,Audio-only,guile
313,856,Audio-only,sang
313,864,Audio-only,hug
313,895,Audio-only,sap
313,1111,Audio-only,zing
313,1015,Audio-only,rut
313,789,Audio-only,goose
313,1331,Audio-only,wave
313,1029,Audio-only,fawn
313,1143,Audio-only,mass
313,1257,Audio-only,pitch
313,1154,Audio-only,pin
313,1253,Audio-only,mitt
313,776,Audio-only,rang
313,849,Audio-only,height
313,994,Audio-only,rear
313,1053,Audio-only,bake
313,969,Audio-only,tout
313,860,Audio-only,leave
313,1105,Audio-only,date
313,1405,Audio-only,ridge
313,886,Audio-only,lab
313,1297,Audio-only,gain
313,581,Audio-only,kneel
313,957,Audio-only,sail
313,1213,Audio-only,mole
313,880,Audio-only,sack
313,1076,Audio-only,town
313,1111,Audio-only,chalk
313,903,Audio-only,lobe
313,1186,Audio-only,guide
313,1082,Audio-only,none
313,698,Audio-only,mall
313,797,Audio-only,hem
313,676,Audio-only,hone
313,878,Audio-only,leak
313,1361,Audio-only,mob
313,1132,Audio-only,rag
313,888,Audio-only,kite
313,1609,Audio-only,lamb
313,1084,Audio-only,bomb
313,572,Audio-only,cub
313,852,Audio-only,seen
313,910,Audio-only,tub
313,700,Audio-only,face
313,546,Audio-only,cheek
313,662,Audio-only,fate
313,869,Audio-only,chirp
313,1428,Audio-only,bathe
313,1662,Audio-only,goon
313,932,Audio-only,dove
313,1044,Audio-only,dawn
313,836,Audio-only,hutch
313,879,Audio-only,toll
313,666,Audio-only,game
313,601,Audio-only,hair
313,811,Audio-only,shore
314,962,Audio-only,red
314,1439,Audio-only,fang
314,1101,Audio-only,sub
314,694,Audio-only,tide
314,1226,Audio-only,puff
314,1011,Audio-only,fizz
314,1479,Audio-only,gear
314,1599,Audio-only,soil
314,1164,Audio-only,bad
314,1205,Audio-only,watch
314,1486,Audio-only,bun
314,1684,Audio-only,bane
314,1158,Audio-only,cough
314,1121,Audio-only,jog
314,1169,Audio-only,loose
314,1150,Audio-only,some
314,1098,Audio-only,jazz
314,585,Audio-only,died
314,1221,Audio-only,wine
314,1558,Audio-only,foam
314,1504,Audio-only,bib
314,1145,Audio-only,zeal
314,1726,Audio-only,vase
314,996,Audio-only,mauve
314,1408,Audio-only,walk
314,1243,Audio-only,sham
314,819,Audio-only,curve
314,1837,Audio-only,huff
314,1443,Audio-only,dear
314,1523,Audio-only,back
314,1364,Audio-only,rot
314,664,Audio-only,wade
314,1362,Audio-only,nash
314,958,Audio-only,lodge
314,1136,Audio-only,sheep
314,1172,Audio-only,heat
314,1194,Audio-only,mead
314,794,Audio-only,wire
314,991,Audio-only,pun
314,1220,Audio-only,gum
314,848,Audio-only,mop
314,1408,Audio-only,sheet
314,1271,Audio-only,bead
314,1335,Audio-only,rail
314,1219,Audio-only,five
314,1172,Audio-only,soothe
314,750,Audio-only,ten
314,1256,Audio-only,toad
314,1198,Audio-only,phone
314,1329,Audio-only,them
314,1096,Audio-only,week
314,1255,Audio-only,life
314,1164,Audio-only,chug
314,1453,Audio-only,pooch
314,1099,Audio-only,kin
314,1217,Audio-only,dot
314,1381,Audio-only,rove
314,1504,Audio-only,nab
314,966,Audio-only,sees
314,701,Audio-only,did
314,1320,Audio-only,jock
314,825,Audio-only,woke
314,1042,Audio-only,chef
314,1142,Audio-only,log
314,1178,Audio-only,less
314,1389,Audio-only,wrong
314,1653,Audio-only,root
314,1495,Audio-only,cave
314,864,Audio-only,house
314,1037,Audio-only,shout
314,923,Audio-only,ditch
314,1118,Audio-only,call
314,788,Audio-only,shine
314,1100,Audio-only,fin
314,842,Audio-only,man
314,1014,Audio-only,sieve
314,1038,Audio-only,time
314,1078,Audio-only,foal
314,1184,Audio-only,meal
314,1273,Audio-only,fog
314,1119,Audio-only,shell
314,1488,Audio-only,mouse
314,953,Audio-only,jab
314,1117,Audio-only,wove
314,1083,Audio-only,thus
314,912,Audio-only,gong
314,1154,Audio-only,gone
314,966,Audio-only,sick
314,1030,Audio-only,serve
314,772,Audio-only,sewed
314,1041,Audio-only,chum
314,1293,Audio-only,shoot
314,896,Audio-only,taught
314,1025,Audio-only,hash
314,680,Audio-only,known
314,877,Audio-only,mouth
314,1326,Audio-only,mope
314,1087,Audio-only,dice
314,823,Audio-only,hull
314,901,Audio-only,your
314,599,Audio-only,kill
314,1563,Audio-only,pair
314,1653,Audio-only,fit
314,1093,Audio-only,tin
314,1152,Audio-only,hog
314,1147,Audio-only,ram
314,1280,Audio-only,bang
314,1127,Audio-only,muff
314,969,Audio-only,lime
314,949,Audio-only,mud
314,951,Audio-only,pan
314,1531,Audio-only,web
314,1171,Audio-only,ghoul
314,1836,Audio-only,shack
314,1496,Audio-only,gab
314,1623,Audio-only,caught
314,1016,Audio-only,booth
314,1059,Audio-only,czar
314,1212,Audio-only,might
314,1105,Audio-only,catch
314,1357,Audio-only,pick
314,1533,Audio-only,leg
314,1454,Audio-only,set
314,798,Audio-only,vane
314,1699,Audio-only,dip
314,1265,Audio-only,sing
314,770,Audio-only,pop
314,792,Audio-only,dive
314,1013,Audio-only,neat
314,1146,Audio-only,pass
314,1372,Audio-only,tote
314,1037,Audio-only,lore
314,1155,Audio-only,foul
314,1083,Audio-only,hill
314,1038,Audio-only,shin
314,871,Audio-only,ball
314,1167,Audio-only,bud
314,1239,Audio-only,peak
314,995,Audio-only,miss
314,1202,Audio-only,poise
314,1085,Audio-only,peach
314,1185,Audio-only,big
314,1668,Audio-only,knit
314,811,Audio-only,their
314,1490,Audio-only,gem
314,1020,Audio-only,rogue
314,693,Audio-only,ledge
314,1640,Audio-only,burp
314,1729,Audio-only,yak
314,1321,Audio-only,pup
314,1864,Audio-only,fame
314,968,Audio-only,men
314,1696,Audio-only,thatch
314,1117,Audio-only,gob
314,1355,Audio-only,lug
314,969,Audio-only,peace
314,1052,Audio-only,tell
314,1055,Audio-only,cheap
314,1130,Audio-only,bog
314,874,Audio-only,doug
314,882,Audio-only,rich
314,1411,Audio-only,hurt
314,1036,Audio-only,pout
314,1103,Audio-only,sauce
314,1169,Audio-only,douse
314,1450,Audio-only,cease
314,1603,Audio-only,moth
314,1313,Audio-only,voice
314,1029,Audio-only,curt
314,1051,Audio-only,got
314,1165,Audio-only,fern
314,1206,Audio-only,wrath
314,1170,Audio-only,ring
314,1255,Audio-only,phase
314,1053,Audio-only,bus
314,856,Audio-only,hat
314,1303,Audio-only,coat
314,898,Audio-only,jail
314,767,Audio-only,chair
314,783,Audio-only,hear
314,1034,Audio-only,shook
314,1560,Audio-only,math
314,1440,Audio-only,fief
314,1510,Audio-only,save
314,1190,Audio-only,rev
314,1064,Audio-only,ran
314,1216,Audio-only,nape
314,994,Audio-only,but
314,1168,Audio-only,gall
314,1141,Audio-only,bide
314,884,Audio-only,fetch
314,1063,Audio-only,rise
314,1097,Audio-only,get
314,1179,Audio-only,verse
314,901,Audio-only,hush
314,1152,Audio-only,let
314,1516,Audio-only,hack
314,1237,Audio-only,veal
314,1659,Audio-only,bit
314,1248,Audio-only,mail
314,954,Audio-only,ties
314,1331,Audio-only,rude
314,987,Audio-only,hate
314,1269,Audio-only,safe
314,1163,Audio-only,hid
314,1737,Audio-only,verge
314,1640,Audio-only,death
314,1349,Audio-only,vet
314,868,Audio-only,base
314,1624,Audio-only,maze
315,884,Audio-only,hitch
315,1293,Audio-only,weep
315,738,Audio-only,shun
315,748,Audio-only,peace
315,869,Audio-only,give
315,584,Audio-only,chin
315,1074,Audio-only,rook
315,946,Audio-only,goal
315,792,Audio-only,cheat
315,790,Audio-only,beat
315,1082,Audio-only,hip
315,789,Audio-only,myth
315,831,Audio-only,sheath
315,1178,Audio-only,shade
315,856,Audio-only,wed
315,623,Audio-only,curl
315,888,Audio-only,wipe
315,1139,Audio-only,seem
315,936,Audio-only,rule
315,1117,Audio-only,sob
315,960,Audio-only,sage
315,1192,Audio-only,rake
315,891,Audio-only,fad
315,986,Audio-only,teach
315,1129,Audio-only,vice
315,923,Audio-only,cone
315,732,Audio-only,shave
315,906,Audio-only,fudge
315,717,Audio-only,juke
315,925,Audio-only,cage
315,693,Audio-only,jug
315,722,Audio-only,chewed
315,931,Audio-only,perm
315,1126,Audio-only,shut
315,1036,Audio-only,these
315,685,Audio-only,doubt
315,802,Audio-only,rose
315,948,Audio-only,kale
315,534,Audio-only,gal
315,895,Audio-only,sip
315,763,Audio-only,lied
315,700,Audio-only,leaf
315,971,Audio-only,deck
315,666,Audio-only,peep
315,1133,Audio-only,room
315,883,Audio-only,thine
315,1273,Audio-only,dodge
315,1344,Audio-only,cot
315,1021,Audio-only,chase
315,1106,Audio-only,yawn
315,858,Audio-only,sit
315,791,Audio-only,cell
315,960,Audio-only,couch
315,819,Audio-only,moot
315,807,Audio-only,pet
315,920,Audio-only,dire
315,1120,Audio-only,top
315,915,Audio-only,folk
315,651,Audio-only,young
315,494,Audio-only,days
315,725,Audio-only,luge
315,1447,Audio-only,van
315,769,Audio-only,loud
315,783,Audio-only,pour
315,904,Audio-only,yolk
315,759,Audio-only,nerve
315,771,Audio-only,gig
315,1042,Audio-only,tip
315,916,Audio-only,song
315,857,Audio-only,budge
315,585,Audio-only,dull
315,1158,Audio-only,bear
315,875,Audio-only,hiss
315,680,Audio-only,soar
315,1115,Audio-only,wage
315,608,Audio-only,jam
315,598,Audio-only,jowl
315,792,Audio-only,sod
315,999,Audio-only,shed
315,893,Audio-only,gang
315,919,Audio-only,not
315,733,Audio-only,cab
315,713,Audio-only,hive
315,806,Audio-only,cite
315,816,Audio-only,lone
315,802,Audio-only,gave
315,708,Audio-only,wedge
315,555,Audio-only,roof
315,1322,Audio-only,rash
315,772,Audio-only,lad
315,895,Audio-only,thug
315,1034,Audio-only,peeve
315,1005,Audio-only,sash
315,1119,Audio-only,won
315,976,Audio-only,dog
315,905,Audio-only,kid
315,664,Audio-only,calm
315,1163,Audio-only,gag
315,1183,Audio-only,tag
315,1202,Audio-only,gall
315,1286,Audio-only,lug
315,672,Audio-only,rev
315,591,Audio-only,worth
315,1015,Audio-only,year
315,901,Audio-only,rise
315,842,Audio-only,use
315,1044,Audio-only,maim
315,953,Audio-only,bide
315,611,Audio-only,their
315,801,Audio-only,thin
315,907,Audio-only,math
315,755,Audio-only,safe
315,1075,Audio-only,big
315,709,Audio-only,wrath
315,983,Audio-only,jail
315,526,Audio-only,set
315,1090,Audio-only,web
315,660,Audio-only,phase
315,853,Audio-only,let
315,843,Audio-only,jar
315,902,Audio-only,doug
315,926,Audio-only,hack
315,672,Audio-only,rude
315,882,Audio-only,pan
315,628,Audio-only,hurt
315,876,Audio-only,tar
315,931,Audio-only,pass
315,1146,Audio-only,knit
315,878,Audio-only,bus
315,686,Audio-only,douse
315,686,Audio-only,cease
315,865,Audio-only,bit
315,736,Audio-only,hush
315,1106,Audio-only,base
315,495,Audio-only,peace
315,606,Audio-only,dive
315,549,Audio-only,hat
315,743,Audio-only,ledge
315,681,Audio-only,rich
315,469,Audio-only,bag
315,445,Audio-only,lob
315,1196,Audio-only,czar
315,921,Audio-only,verge
315,716,Audio-only,head
315,1123,Audio-only,poise
315,1336,Audio-only,lime
315,827,Audio-only,save
315,1091,Audio-only,home
315,716,Audio-only,shop
315,586,Audio-only,fire
315,961,Audio-only,vet
315,745,Audio-only,but
315,709,Audio-only,thatch
315,620,Audio-only,fuzz
315,722,Audio-only,ties
315,824,Audio-only,caught
315,875,Audio-only,fame
315,995,Audio-only,verse
315,914,Audio-only,ball
315,872,Audio-only,cup
315,1249,Audio-only,gnome
315,995,Audio-only,might
315,953,Audio-only,fight
315,906,Audio-only,fern
315,855,Audio-only,bog
315,1104,Audio-only,shook
315,704,Audio-only,jewel
315,1202,Audio-only,mud
315,840,Audio-only,yam
315,1168,Audio-only,tap
315,927,Audio-only,pup
315,1107,Audio-only,putt
315,724,Audio-only,gem
315,1114,Audio-only,nape
315,1107,Audio-only,booth
315,1025,Audio-only,vane
315,932,Audio-only,tell
315,1085,Audio-only,sing
315,752,Audio-only,shack
315,581,Audio-only,tall
315,716,Audio-only,beg
315,578,Audio-only,leg
315,1117,Audio-only,pout
315,900,Audio-only,rack
315,990,Audio-only,lore
315,760,Audio-only,foul
315,701,Audio-only,cheap
315,945,Audio-only,gown
315,707,Audio-only,veal
315,782,Audio-only,fetch
315,802,Audio-only,peak
315,879,Audio-only,hate
315,955,Audio-only,rogue
315,779,Audio-only,gab
315,796,Audio-only,ran
315,653,Audio-only,voice
315,1006,Audio-only,fed
315,780,Audio-only,pick
315,704,Audio-only,neat
315,991,Audio-only,load
315,922,Audio-only,tote
315,775,Audio-only,war
315,664,Audio-only,hear
315,861,Audio-only,bud
315,1239,Audio-only,miss
315,1201,Audio-only,pop
315,951,Audio-only,hill
316,1634,Audio-only,hoof
316,1410,Audio-only,talk
316,1642,Audio-only,vogue
316,1511,Audio-only,batch
316,1583,Audio-only,tight
316,1282,Audio-only,well
316,1455,Audio-only,hone
316,1737,Audio-only,tease
316,1610,Audio-only,shear
316,1987,Audio-only,lobe
316,1941,Audio-only,hem
316,2074,Audio-only,mob
316,1888,Audio-only,gain
316,1414,Audio-only,gel
316,1837,Audio-only,bomb
316,1390,Audio-only,rag
316,2147,Audio-only,neck
316,1216,Audio-only,game
316,1699,Audio-only,pod
316,1490,Audio-only,wort
316,1831,Audio-only,name
316,1546,Audio-only,hall
316,1354,Audio-only,yen
316,1857,Audio-only,latch
316,1546,Audio-only,peat
316,1949,Audio-only,siege
316,1976,Audio-only,guile
316,2199,Audio-only,dig
316,1582,Audio-only,kite
316,1589,Audio-only,sail
316,1605,Audio-only,vile
316,1026,Audio-only,raid
316,1112,Audio-only,choke
316,2216,Audio-only,pitch
316,1809,Audio-only,town
316,1793,Audio-only,night
316,1984,Audio-only,gore
316,1042,Audio-only,lamb
316,1786,Audio-only,mitt
316,1665,Audio-only,dime
316,1858,Audio-only,theme
316,1556,Audio-only,ref
316,1227,Audio-only,rear
316,1872,Audio-only,dove
316,1310,Audio-only,tech
316,1377,Audio-only,than
316,1957,Audio-only,seen
316,1323,Audio-only,wave
316,1299,Audio-only,lace
316,1806,Audio-only,same
316,1498,Audio-only,sane
316,1307,Audio-only,balk
316,1491,Audio-only,core
316,1649,Audio-only,wren
316,1540,Audio-only,fawn
316,1015,Audio-only,cheek
316,1399,Audio-only,goon
316,1353,Audio-only,kneel
316,977,Audio-only,shore
316,1424,Audio-only,niece
316,1493,Audio-only,touch
316,1439,Audio-only,hose
316,1399,Audio-only,bash
316,1213,Audio-only,wrote
316,1191,Audio-only,fate
316,2127,Audio-only,like
316,1142,Audio-only,leave
316,1486,Audio-only,notch
316,1226,Audio-only,lawn
316,1627,Audio-only,ship
316,1198,Audio-only,bake
316,1951,Audio-only,tone
316,1449,Audio-only,hug
316,1563,Audio-only,mass
316,1162,Audio-only,bath
316,1490,Audio-only,height
316,1781,Audio-only,mall
316,1811,Audio-only,sock
316,1542,Audio-only,ping
316,1630,Audio-only,whale
316,1264,Audio-only,wife
316,1559,Audio-only,such
316,1545,Audio-only,side
316,1351,Audio-only,boat
316,1192,Audio-only,fake
316,1548,Audio-only,pin
316,1636,Audio-only,face
316,1411,Audio-only,mat
316,1694,Audio-only,sap
316,1618,Audio-only,none
316,1279,Audio-only,sang
316,1264,Audio-only,ridge
316,1324,Audio-only,mum
316,1479,Audio-only,leak
316,1194,Audio-only,cub
316,1397,Audio-only,bar
316,1657,Audio-only,vine
316,1486,Audio-only,zing
316,1388,Audio-only,toll
316,1249,Audio-only,hive
316,1057,Audio-only,babe
316,1115,Audio-only,perm
316,1548,Audio-only,chewed
316,1492,Audio-only,dire
316,1681,Audio-only,room
316,1290,Audio-only,days
316,1294,Audio-only,young
316,1376,Audio-only,rose
316,1304,Audio-only,calm
316,1384,Audio-only,wipe
316,1501,Audio-only,top
316,1024,Audio-only,cot
316,1267,Audio-only,mill
316,1391,Audio-only,wedge
316,1773,Audio-only,need
316,1229,Audio-only,won
